title,release_date,popularity,genre_ids,vote_average
The Corpse of Anna Fritz,2015-03-15,20.318,"[18, 53]",6.899
Togo,2019-12-20,20.317,"[12, 10751]",8.163
Sputnik,2020-09-08,20.315,"[878, 18, 27]",6.505
Rebel Without a Cause,1955-10-27,20.313,[18],7.5
Flower & Snake 3,2010-08-28,20.31,"[18, 10749, 53]",6.022
I Still Believe,2020-03-12,20.308,"[10402, 18, 10749]",7.608
Winnie the Pooh: A Very Merry Pooh Year,2002-11-12,20.308,"[16, 10751]",6.856
The Imaginarium of Doctor Parnassus,2009-10-01,20.307,"[12, 14, 9648]",6.38
One Way,2022-09-02,20.306,"[28, 80, 53]",6.008
Sabrina,1954-09-10,20.306,"[35, 10749, 18]",7.513
Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,2021-09-14,20.305,"[16, 35, 9648, 10751, 14]",7.78
Cell 211,2009-11-06,20.3,"[28, 53, 18]",7.444
Summer Ghost,2021-11-12,20.299,"[16, 18, 9648, 14]",7.288
Capernaum,2018-09-20,20.294,[18],8.164
Retribution,2015-09-21,20.294,"[53, 18]",6.756
Look Who's Back,2015-10-08,20.294,[35],6.8
Renegades,2017-08-21,20.29,"[53, 28]",5.6
99 Moons,2023-04-27,20.284,[18],5.05
Four Brothers,2005-08-11,20.284,"[28, 80]",6.758
Awakenings,1990-12-04,20.281,[18],7.759
Mr. Monk's Last Case: A Monk Movie,2023-12-08,20.279,"[35, 80, 9648]",7.229
Natural Born Liar,2022-07-13,20.278,[35],5.0
Superman/Shazam!: The Return of Black Adam,2010-11-16,21.435,"[16, 28]",7.061
Hudson Hawk,1991-05-23,19.681,"[28, 12, 35]",5.7
Dante's Inferno: An Animated Epic,2010-02-09,20.952,"[28, 12, 16, 27]",6.948
The Girl Next Door,2007-07-19,21.681,"[53, 80, 18, 27]",6.637
Rushed,2021-08-27,22.078,"[9648, 53, 27, 18, 80]",7.0
Black Site,2022-05-05,25.706,"[28, 53, 80, 18]",6.341
The Wedding Date,2005-02-04,20.177,"[10749, 35]",6.809
Double Lover,2017-05-26,26.183,"[10749, 53, 18]",6.092
Shutter,2004-09-09,21.677,"[27, 9648, 53]",7.2
The House Bunny,2008-08-22,22.177,"[10749, 35]",5.6
Dying,2024-02-15,16.058,[18],0.0
Jungle,2017-06-27,19.432,"[12, 18, 53]",6.592
The Robe,1953-09-16,17.675,"[18, 36]",6.757
One Piece: Chopper's Kingdom on the Island of Strange Animals,2002-03-02,23.925,"[28, 16, 12]",6.747
The Cell,2000-08-17,22.175,"[27, 878, 53]",6.3
Medellin,2023-06-01,19.498,"[28, 35]",5.654
Death Note Relight 1: Visions of a God,2007-08-31,17.426,"[10770, 80, 18, 14, 53, 16]",8.054
S.W.A.T.: Firefight,2011-03-01,20.676,"[28, 80, 53]",5.713
Kung Pow: Enter the Fist,2002-01-25,14.693,"[35, 28]",6.304
The Price We Pay,2023-01-13,34.278,"[28, 53, 9648, 80, 27]",5.893
Medellin,2023-06-01,19.498,"[28, 35]",5.654
Death Note Relight 1: Visions of a God,2007-08-31,17.426,"[10770, 80, 18, 14, 53, 16]",8.054
S.W.A.T.: Firefight,2011-03-01,20.676,"[28, 80, 53]",5.713
Kung Pow: Enter the Fist,2002-01-25,14.693,"[35, 28]",6.304
The Price We Pay,2023-01-13,34.278,"[28, 53, 9648, 80, 27]",5.893
Last Shift,2014-10-25,22.426,"[27, 9648]",6.247
Hatchet,2006-04-27,14.689,"[35, 27]",5.8
Little Children,2006-10-06,21.924,"[18, 10749]",7.098
Free Birds,2013-10-30,20.426,"[16, 35, 10751]",5.864
My Neighbors the Yamadas,1999-07-17,19.172,"[16, 10751]",7.0
Just My Luck,2006-05-12,15.423,"[35, 18, 10751, 14, 10749]",6.127
Casino Royale,1967-04-13,24.172,"[12, 28, 35]",5.3
Once Upon a Time in Venice,2017-06-08,20.678,"[28, 35, 53, 9648]",5.184
Chernobyl Diaries,2012-05-24,19.674,"[27, 53]",5.3
50/50,2011-09-30,17.923,"[35, 18]",7.172
Australia,2008-11-18,19.922,"[12, 10749, 18]",6.594
A Good Day to Die Hard,2013-02-06,17.538,"[28, 53]",5.328
Alien Invasion,2023-05-11,22.338,"[878, 27]",5.471
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006-11-01,19.671,[35],6.77
The Boy Next Door,2015-01-23,18.845,[53],4.87
Hotel Mumbai,2019-03-14,19.926,"[53, 36, 18, 28]",7.546
The Sweet Hereafter,1997-09-25,14.667,[18],6.9
Cruel Intentions 3,2004-05-25,15.668,[18],4.7
Get Carter,2000-10-06,22.167,"[28, 18, 53, 80]",5.163
The Golden Voyage of Sinbad,1973-12-20,18.416,"[28, 12, 18, 14, 10751]",6.7
Bowfinger,1999-08-12,18.666,[35],6.167
Basic,2003-04-18,14.662,"[28, 18, 9648, 53, 80]",6.5
Dumb and Dumberer: When Harry Met Lloyd,2003-04-14,18.166,[35],4.155
Space Cowboys,2000-08-04,18.915,"[28, 12, 53]",6.384
Mazinger Z: Infinity,2017-10-27,23.419,"[28, 878, 16]",6.829
Me and Earl and the Dying Girl,2015-06-12,14.667,"[18, 35]",7.542
Adventures in Babysitting,1987-07-01,21.161,[35],6.864
28 Days,2000-04-06,14.645,"[35, 18]",6.123
The Man Who Shot Liberty Valance,1962-04-13,18.911,[37],7.788
D.A.R.Y.L.,1985-06-14,15.91,"[10751, 878, 28]",6.363
Born on the Fourth of July,1989-12-20,20.16,"[18, 10752]",7.006
"Aguirre, the Wrath of God",1972-12-29,17.909,"[12, 36, 28]",7.506
Justice League: Crisis on Two Earths,2010-02-23,18.411,"[28, 12, 16, 878]",7.302
Nine 1/2 Weeks,1986-02-09,24.659,"[10749, 18]",6.106
The Editorial Office,2024-02-16,25.175,"[18, 35]",0.0
The Editorial Office,2024-02-16,25.175,"[18, 35]",0.0
Here We Are: Notes for Living on Planet Earth,2020-04-16,14.632,"[16, 10751]",7.602
Herbie Goes Bananas,1980-06-25,14.632,"[14, 35, 10751, 12]",5.2
Thunderbolt,1995-09-08,17.158,"[28, 53]",6.4
The Spy Who Dumped Me,2018-08-02,21.415,"[28, 35]",6.407
"Twinkle, Twinkle, Lucky Stars",1985-08-15,20.907,"[28, 35]",6.648
Nomadland,2021-01-29,17.673,[18],7.222
Calamity Jane,2024-02-02,25.559,[37],4.8
Todas Menos Tú,2024-02-14,18.689,[35],6.0
Fukushima 50,2020-03-06,18.667,"[36, 18, 28]",6.406
Old Wounds,2024-02-15,14.618,[],0.0
She Devils of the SS,1973-08-23,19.594,"[18, 10752]",4.906
The Professor,2018-05-17,22.412,"[35, 18]",6.855
The Best of Me,2014-10-15,20.408,"[18, 10749]",7.456
Black Rain,1989-09-22,20.154,"[18, 28, 53]",6.6
Skin Trade,2014-11-07,14.907,"[53, 28, 18]",6.137
Sweet Home Alabama,2002-09-26,17.154,"[35, 10749]",6.393
A Nice Girl Like You,2020-07-18,14.61,"[35, 10749]",5.751
O Seeker,2024-02-15,15.298,[99],0.0
Nyersanyag,2024-02-15,14.608,[18],0.0
The Marco Effect,2021-05-27,20.133,"[53, 80]",5.875
Big Top Scooby-Doo!,2012-10-09,20.132,"[10751, 16, 35, 9648]",7.777
Bubble,2022-02-14,20.13,"[16, 12, 878, 14, 10749]",7.4
Monolith,2016-05-12,20.127,"[18, 53]",5.333
A Monster in Paris,2011-10-12,20.124,"[12, 16, 35, 10751, 14]",6.851
A Really Haunted Loud House,2023-09-28,20.123,"[10770, 35, 10751]",5.8
The Sexologist,2023-01-05,20.121,[35],6.589
The Admiral: Roaring Currents,2014-07-30,20.121,"[10752, 28, 18, 36]",7.0
Barbie: Mermaid Power,2022-10-14,20.12,[16],6.831
Dragons: Dawn of the Dragon Racers,2014-11-01,20.12,"[16, 10751, 12, 35, 14]",7.2
Your Place or Mine,2023-02-10,20.118,"[10749, 35]",6.298
I Care a Lot,2021-02-19,20.118,"[35, 80, 53, 18]",6.621
A Werewolf Boy,2012-10-31,20.117,"[10749, 14]",7.628
Letters from Iwo Jima,2006-12-19,20.116,"[28, 18, 10752]",7.469
Anna Karenina,2012-09-06,20.112,"[18, 10749, 36]",6.726
"Duck, You Sucker",1971-10-20,20.112,[37],7.713
Happy Together,1997-05-30,20.102,"[18, 10749]",7.6
Lifeforce,1985-06-21,20.102,"[878, 27, 53]",6.3
Proximity,2020-05-15,20.101,"[878, 18]",6.343
Dark Angel,1990-01-26,20.101,"[28, 53, 878, 80, 27]",5.976
TEKKEN: Blood Vengeance,2011-07-26,13.463,"[28, 16, 878]",6.812
High Tension,2003-06-18,21.393,"[27, 53, 9648]",6.745
The Assignment,2016-06-08,21.391,"[28, 80, 53]",5.469
La Bamba,1987-07-24,21.387,"[18, 10402]",7.181
Bridget Jones: The Edge of Reason,2004-11-10,21.387,"[35, 10749]",6.248
Miracle in Cell No. 7,2013-01-23,16.71,"[18, 35]",7.929
Pandorum,2009-09-08,21.379,"[28, 27, 9648, 878, 53]",6.556
The Other Guys,2010-08-06,21.377,"[28, 35, 80]",6.308
Falcon Rising,2014-09-05,21.376,"[12, 28]",6.27
Guinea Pig Part 2: Flower of Flesh and Blood,1985-10-07,21.373,[27],4.604
The Blackout,2019-11-21,19.18,"[53, 878, 28]",6.496
25th Hour,2002-12-19,21.371,"[80, 18]",7.328
One Piece: Giant Mecha Soldier of Karakuri Castle,2006-03-04,21.367,"[16, 12, 28, 35, 878, 14]",6.98
Pathaan,2023-01-25,21.358,"[28, 12, 53]",6.678
Money Heist: The Phenomenon,2020-04-03,21.355,[99],7.463
The Human Centipede 3 (Final Sequence),2015-05-22,21.355,"[27, 35]",3.8
Silver Skates,2020-12-10,14.218,"[10749, 12, 18, 10751]",7.663
Once Upon a Time in Mexico,2003-09-11,21.353,"[28, 18, 9648]",6.288
If I Were a Boy,2017-02-22,12.81,[35],5.331
Dogville,2003-05-19,21.35,"[80, 18, 53]",7.8
Devil,2010-09-16,16.888,"[27, 9648, 53]",6.064
Halloween III: Season of the Witch,1982-10-22,18.384,"[27, 53, 878]",5.2
Timeline,2003-11-26,21.635,"[28, 12, 878]",5.691
Quo Vadis,1951-11-08,21.885,"[18, 36, 10749]",7.059
A Better Tomorrow,1986-08-02,15.884,"[28, 80, 18]",7.439
A.I. Rising,2018-02-25,15.891,"[878, 18, 10749]",5.07
[REC],2007-11-23,15.134,"[27, 9648]",7.193
The Discreet Charm of the Bourgeoisie,1972-09-15,16.382,[35],7.523
Sniper: Reloaded,2011-04-26,25.385,"[10752, 28, 53, 18]",5.874
Tom and Jerry: The Movie,1992-10-01,19.382,"[10751, 16, 35]",6.266
Bad Guacamole,2024-02-15,14.528,[35],0.0
A Beautiful Life,2023-06-01,18.706,"[18, 10402, 10749]",6.973
Bad Boys,1983-03-25,19.131,"[80, 18, 53]",6.963
Kelas Bintang - Hot Moms,2023-02-09,28.182,"[18, 10749]",0.0
Mr. Popper's Penguins,2011-06-17,17.383,"[35, 10751]",5.936
Last Looks,2022-01-27,18.154,"[28, 80, 53]",5.937
Aakhir Palaayan Kab Tak..?,2024-02-16,24.895,"[80, 18, 53]",0.0
One Piece: Heart of Gold,2016-12-31,17.385,"[16, 12, 35, 14, 28]",7.4
Captain Phillips,2013-10-10,21.382,"[28, 18, 53]",7.55
The Return of the Texas Chainsaw Massacre,1995-09-22,16.627,"[35, 27, 53]",4.6
The Great Raid,2005-08-12,14.505,"[28, 36, 10752]",6.587
Cursed,2005-02-25,18.127,"[27, 35]",5.449
"Snoopy Presents: It's the Small Things, Charlie Brown",2022-04-14,17.634,"[16, 10751]",7.3
The Birds,1963-03-28,19.377,[27],7.521
Ma mère,2004-05-19,24.127,[18],4.566
Sudden Impact,1983-12-08,22.125,"[53, 80, 28]",6.6
Raise the Red Lantern,1991-12-18,15.874,[18],7.9
Reas,2024-02-15,14.495,"[99, 10402]",0.0
Rim of the World,2019-05-24,19.383,"[878, 12, 28, 35]",5.961
Battle Royale,2000-12-16,18.624,"[18, 53, 28]",7.286
Awake,2021-06-09,22.141,"[18, 878, 53]",5.917
Voices of a Distant Star,2002-02-02,22.373,"[16, 878, 10749]",6.48
A Monster in Paris,2011-10-12,20.124,"[12, 16, 35, 10751, 14]",6.851
Ripper Untold,2021-06-28,19.14,[27],6.1
Resident Evil: Apocalypse,2004-09-10,21.936,"[27, 28, 878]",6.341
Break War,2024-02-16,33.792,"[18, 28, 9648]",3.0
Great White,2021-05-13,25.138,"[27, 53]",5.282
The Guns of Navarone,1961-04-27,18.871,"[10752, 28, 12]",7.309
Regular Show: The Movie,2015-09-01,19.875,"[16, 35, 878, 10770, 12, 28]",7.858
Curious Caterer: Dying for Chocolate,2022-04-10,14.479,"[10770, 9648, 80, 18, 10749]",6.6
Bean,1997-07-03,19.983,"[35, 10751, 12]",6.5
Barnyard,2006-08-04,19.982,"[16, 35, 10751]",5.85
The Girl Who Kicked the Hornet's Nest,2009-11-27,19.98,"[28, 53, 80, 9648]",7.061
Raiders of the Lost Library,2022-10-27,19.978,"[28, 12]",5.891
My Lovely Angel,2021-05-12,19.976,[18],7.167
Sana Ol Pulubi,2023-11-01,19.975,[],0.0
Ticket to Paradise,2022-09-08,19.974,"[18, 35, 10749]",6.561
We Summon the Darkness,2020-08-28,19.973,"[27, 53]",5.398
The Cobbler,2014-09-11,19.973,"[14, 35, 18]",5.854
American Graffiti,1973-08-11,19.973,"[35, 18]",7.031
Beyond the Universe,2022-10-27,19.972,"[10749, 18]",7.998
The Nutty Professor,1996-06-28,19.971,"[14, 35, 10749, 878]",5.6
Tom and Jerry: Snowman's Land,2022-09-06,19.97,"[10751, 35, 16, 12]",6.762
Curiosa,2019-04-03,19.969,"[18, 36]",5.951
Voyagers,2021-04-08,19.967,"[878, 53]",5.969
Beverly Hills Chihuahua 2,2011-02-01,19.967,"[35, 10751]",5.9
Cats & Dogs: The Revenge of Kitty Galore,2010-07-29,19.967,"[10751, 12, 35, 14, 28, 16]",5.194
Metal Tornado,2011-07-22,19.965,"[28, 53, 878]",4.523
The Yin-Yang Master: Dream of Eternity,2020-12-24,19.961,"[28, 18, 14, 9648, 878]",7.4
Darkness Falls,2003-01-24,19.958,"[53, 27]",5.525
Fun with Dick and Jane,2005-12-21,22.614,"[35, 80]",6.204
Floating Holidays,2024-02-16,23.208,[],0.0
Letters to Juliet,2010-05-13,19.114,"[35, 18, 10749]",6.99
Blood Work,2002-08-09,21.613,"[53, 80, 28, 9648]",6.173
They Cloned Tyrone,2023-06-14,17.188,"[35, 878, 9648]",6.659
My Own Private Idaho,1991-02-01,18.86,"[18, 35]",7.052
The Turning,2020-01-23,18.872,"[27, 53]",5.774
Obsession,2015-06-04,18.113,"[10749, 53]",6.4
Journey to the West: Conquering the Demons,2013-02-07,20.361,"[28, 14, 12, 35]",6.897
The Devil on Trial,2023-10-17,17.787,[99],6.008
The Closet,2020-02-05,21.619,"[27, 53]",7.3
Jacob's Ladder,1990-11-02,19.857,"[18, 9648, 27]",7.36
Mank,2020-11-13,15.872,"[18, 36]",6.7
Ultima Thule,2024-02-16,26.73,[18],0.0
"Greystoke: The Legend of Tarzan, Lord of the Apes",1984-03-30,20.356,"[12, 18, 28, 10749]",6.355
The Girl Who Leapt Through Time,2006-07-15,18.108,"[14, 16, 18, 878]",7.775
Erotic Passion,1981-03-26,16.345,"[80, 18]",5.375
The Wild Bunch,1969-06-19,17.356,[37],7.615
"Mektoub, My Love: Canto Uno",2017-09-07,15.361,"[10749, 18]",6.747
Spanglish,2004-12-17,20.604,[35],5.993
Thunderstruck,2012-08-24,19.915,"[35, 10751]",6.124
Bridget Jones's Baby,2016-09-14,19.913,"[35, 10749, 18]",6.42
Welcome to the Sticks,2008-02-20,19.91,"[35, 18, 10749]",6.678
What Dreams May Come,1998-10-02,19.908,"[18, 14, 10749]",7.2
The Waterboy,1998-11-06,19.908,[35],6.061
X-Rated 2: The Greatest Adult Stars of All-Time,2016-10-28,19.906,[99],6.7
The Unbearable Lightness of Being,1988-02-05,19.906,"[18, 10749]",6.918
Breakfast on Pluto,2005-11-16,19.904,"[18, 35]",7.157
Midnight in Paris,2011-05-11,19.903,"[14, 35, 10749]",7.535
This Is 40,2012-12-20,19.902,[35],5.865
Babe: Pig in the City,1998-11-25,19.899,"[12, 35, 18, 10751, 14]",5.563
The Colony,2013-04-12,19.898,"[28, 878, 53]",5.408
Wuthering Heights,1939-04-07,19.898,"[18, 10749]",7.203
Greta,2019-02-28,19.897,"[9648, 53]",6.584
Mickey's Once Upon a Christmas,1999-10-31,19.895,"[16, 10751, 35]",7.089
Surrogates,2009-09-24,19.894,"[878, 28, 53]",6.108
Wild Wild West,1999-06-30,19.892,"[28, 12, 35, 878, 37]",5.324
Zone 414,2021-09-03,19.89,"[878, 53, 9648]",5.417
Better Days,2019-10-25,19.887,[18],8.181
Fortress,2021-12-17,19.882,"[28, 53, 80]",5.9
scratch,2024-02-16,24.359,[27],0.0
Lethal Weapon 3,1992-05-15,23.958,"[12, 28, 35, 53, 80]",6.7
The Next Karate Kid,1994-07-18,20.093,"[28, 18, 10751, 12]",5.355
Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 Hours 11 Minutes,1965-06-16,15.844,[35],6.769
Isi & Ossi,2020-02-14,14.371,"[10749, 35]",6.945
Life of Crime,2013-09-14,18.685,"[35, 80]",5.758
Ride Your Wave,2019-06-21,20.352,"[16, 10749, 35, 18, 14]",7.6
We're Back! A Dinosaur's Story,1993-11-24,18.092,"[16, 878, 10751]",6.001
Pigment,2024-02-16,23.625,[53],0.0
C Takımı,2024-02-16,24.632,[35],0.0
Confessions of a Teenage Drama Queen,2004-02-17,24.592,[35],5.6
Mighty Morphin Power Rangers: The Movie,1995-06-30,18.341,"[28, 12, 878, 14]",5.798
Speed Racer,2008-05-07,18.593,"[10751, 28, 12, 35]",6.3
The Trial of the Chicago 7,2020-09-25,18.105,"[18, 36]",7.717
Marlowe,2023-02-15,16.143,"[9648, 53, 80]",5.8
Justice League: Gods and Monsters,2015-06-18,18.096,"[28, 16, 14]",7.11
The Book of Daniel,2013-10-01,20.384,"[14, 18]",7.0
Night in Paradise,2020-09-03,19.104,"[80, 53, 28]",6.925
The 'Burbs,1989-02-17,22.84,"[35, 27, 53]",6.753
The Good Nurse,2022-10-19,22.128,"[18, 80, 9648]",6.925
A Knight's Tale,2001-05-11,23.929,"[12, 18, 10749, 28]",6.9
Barbie: Skipper and the Big Babysitting Adventure,2023-03-03,15.964,"[16, 10751]",6.932
The Fable,2024-02-15,15.221,[18],0.0
Other Side of the Box,2018-10-31,26.588,"[27, 53]",6.871
Titanic,1953-04-11,16.34,"[18, 10749]",6.6
Proximity,2020-05-15,20.101,"[878, 18]",6.343
Blue Thunder,1983-02-05,18.588,"[18, 28, 53]",6.1
Red Lights,2012-03-02,18.591,[53],6.183
Arthur the King,2024-03-15,19.323,"[18, 12]",0.0
The Towering Inferno,1974-12-14,17.588,"[28, 18, 53]",7.026
This Boy's Life,1993-04-09,16.837,[18],7.115
The Avengers,1998-08-13,19.088,"[28, 12, 53, 878]",4.4
Walk the Line,2005-09-13,14.348,"[18, 10402, 10749]",7.5
Son of God,2014-02-28,16.841,[18],6.9
Tarzan,2013-10-17,15.591,"[16, 28, 12, 10751]",5.671
Ghost Town,2008-09-19,24.339,"[18, 35, 14]",6.525
The Teachers’ Lounge,2023-05-04,23.393,[18],7.435
Summit Fever,2022-10-13,27.285,[53],5.553
The Boondock Saints,1999-01-22,17.837,"[28, 53, 80]",7.3
Hypnotic,2021-10-27,25.857,"[53, 18, 27]",6.052
Jackie Brown,1997-12-25,21.403,"[80, 18, 53]",7.361
TEKKEN: Blood Vengeance,2011-07-26,13.463,"[28, 16, 878]",6.812
Till,2022-10-14,12.839,"[18, 36]",7.5
High Tension,2003-06-18,21.393,"[27, 53, 9648]",6.745
The Assignment,2016-06-08,21.391,"[28, 80, 53]",5.469
La Bamba,1987-07-24,21.387,"[18, 10402]",7.181
Bridget Jones: The Edge of Reason,2004-11-10,21.387,"[35, 10749]",6.248
Miracle in Cell No. 7,2013-01-23,16.71,"[18, 35]",7.929
Pandorum,2009-09-08,21.379,"[28, 27, 9648, 878, 53]",6.556
The Other Guys,2010-08-06,21.377,"[28, 35, 80]",6.308
Guinea Pig Part 2: Flower of Flesh and Blood,1985-10-07,21.373,[27],4.604
The Blackout,2019-11-21,19.18,"[53, 878, 28]",6.496
25th Hour,2002-12-19,21.371,"[80, 18]",7.328
One Piece: Giant Mecha Soldier of Karakuri Castle,2006-03-04,21.367,"[16, 12, 28, 35, 878, 14]",6.98
Money Heist: The Phenomenon,2020-04-03,21.355,[99],7.463
The Human Centipede 3 (Final Sequence),2015-05-22,21.355,"[27, 35]",3.8
Silver Skates,2020-12-10,14.218,"[10749, 12, 18, 10751]",7.663
Once Upon a Time in Mexico,2003-09-11,21.353,"[28, 18, 9648]",6.288
If I Were a Boy,2017-02-22,12.81,[35],5.331
Dogville,2003-05-19,21.35,"[80, 18, 53]",7.8
Hairspray,2007-07-19,17.33,"[35, 10749, 18]",6.7
Paycheck,2003-12-25,19.079,"[28, 12, 9648, 878, 53]",6.2
My Friend's Wife,2015-12-03,22.013,[10749],6.0
Follow Me,2020-07-16,24.091,"[27, 53]",6.3
Cats & Dogs 3: Paws Unite,2020-10-02,16.592,"[10751, 35, 28]",6.3
Soldier Boy,2019-02-22,14.307,"[10752, 18]",7.25
Phone Booth,2003-04-04,21.827,"[53, 80]",6.848
Shortbus,2006-10-04,16.828,"[10749, 18, 35]",6.33
Porky's,1981-11-13,18.826,[35],6.407
Pokémon: Destiny Deoxys,2004-07-22,16.076,"[10751, 12, 16, 14]",6.598
Summer Days with Coo,2007-07-28,20.327,"[16, 35, 10749]",7.822
The Marco Effect,2021-05-27,20.133,"[53, 80]",5.875
Angel of Mine,2019-08-15,17.335,"[18, 53, 9648]",6.275
Primal,2019-12-27,19.335,"[28, 12, 53]",5.577
Brain on Fire,2017-02-22,17.829,[18],7.046
Silence,2016-12-22,19.829,"[18, 36]",7.125
Stuck in Love,2013-06-14,18.577,"[18, 35]",7.392
The Superdeep,2020-11-04,14.289,"[27, 878, 53]",5.985
"It's Christmastime Again, Charlie Brown",1992-11-27,16.152,"[16, 10770, 10751]",5.93
Network,1976-11-14,19.072,[18],7.823
Vampires,1998-10-30,17.069,"[28, 14, 27]",6.31
Small Soldiers,1998-07-10,23.069,"[35, 12, 14, 878, 28]",6.516
The Lives of Others,2006-03-23,19.07,"[18, 53]",8.03
exergue – on documenta 14,2024-02-15,14.702,[99],0.0
The Life of David Gale,2003-02-21,20.568,"[18, 53, 80]",7.423
Far and Away,1992-05-22,18.817,"[12, 18, 10749, 37]",6.757
Rye Lane,2023-03-17,14.624,"[35, 10749]",7.133
Maximum Risk,1996-09-13,20.816,"[28, 53]",5.736
The Book Thief,2013-11-08,21.319,[18],7.49
The City of Lost Children,1995-05-17,16.565,"[14, 878, 12]",7.26
The Mermaid,2016-02-08,19.57,"[35, 14, 10749]",6.501
Rust Creek,2019-01-04,16.574,"[53, 18, 28, 80]",6.365
Pineapple Express,2008-08-06,15.816,"[28, 35, 80]",6.63
Tekken,2010-03-20,17.566,"[80, 18, 28, 53, 878]",5.396
Dogma,1999-11-12,21.565,"[14, 35, 12]",6.9
Pale Rider,1985-06-28,19.814,"[37, 18]",7.156
Blue Story,2019-11-22,18.574,"[80, 18, 10749]",7.251
Ratchet & Clank,2016-04-13,14.818,"[28, 12, 16, 10751]",5.762
Arabian Nights,1974-06-20,19.813,"[12, 14, 18]",6.593
The Tin Drum,1979-05-02,20.813,"[18, 36, 10752]",6.955
The Tin Drum,1979-05-02,20.813,"[18, 36, 10752]",6.955
Superman/Batman: Public Enemies,2009-09-29,17.315,"[878, 16, 28, 12, 10751]",7.0
Night of the Living Dead,1990-10-19,17.313,[27],6.853
Marmaduke,2022-04-28,21.061,"[16, 10751, 35, 12]",5.014
Lord of the Flies,1990-03-16,15.813,"[12, 18, 53]",6.345
The Warrior Princess,2021-12-03,18.265,"[36, 28, 18]",7.3
Halloween: Resurrection,2002-07-01,15.312,"[27, 53]",4.611
Magnolia,1999-12-10,18.061,[18],7.735
Wild Tales,2014-08-21,20.814,"[18, 53, 35]",7.87
The Last Stand,2013-01-12,24.562,"[28, 80, 53]",6.06
Winter's Tale,2014-02-13,20.063,"[18, 14, 9648, 10749]",6.273
The Lost City of Z,2017-03-15,19.814,"[12, 18, 36]",6.393
Hope,2013-10-02,16.062,[18],8.406
Lilya 4-ever,2002-08-23,20.809,"[80, 18]",7.644
Last Man Standing,1996-09-20,23.308,"[80, 28, 37, 18]",6.308
V/H/S,2012-07-28,15.81,"[53, 27]",6.094
Smokey and the Bandit II,1980-08-15,15.556,"[28, 35]",5.571
Cry Macho,2021-09-16,24.576,"[18, 37]",5.983
The Imaginarium of Doctor Parnassus,2009-10-01,20.307,"[12, 14, 9648]",6.38
Sabrina,1954-09-10,20.306,"[35, 10749, 18]",7.513
The War of the Worlds,1953-08-13,19.634,"[878, 28]",6.8
Hunt for the Wilderpeople,2016-03-31,19.627,"[12, 35, 18]",7.677
The Girl Who Believes in Miracles,2021-04-02,19.624,"[10751, 18]",7.443
Disco Dancer,1982-12-10,19.623,[18],5.583
Ehrengard: The Art of Seduction,2023-09-14,19.622,"[10749, 35, 18]",6.304
Copshop,2021-09-09,19.622,"[53, 80, 28]",6.232
The 400 Blows,1959-06-03,19.622,[18],8.062
Police Academy 6: City Under Siege,1989-03-09,19.621,"[35, 80]",5.113
Arthur 3: The War of the Two Worlds,2010-08-22,19.615,"[16, 12, 14, 10751]",5.781
American Gigolo,1980-02-08,19.615,"[80, 18, 9648]",6.115
Pocahontas II: Journey to a New World,1998-08-04,19.614,"[10751, 12, 16, 10749]",5.5
Sister Act 2: Back in the Habit,1993-12-09,19.613,"[10402, 35]",6.374
Secret Obsession,2019-07-18,19.608,"[18, 53]",5.481
The Time Machine,1960-05-25,19.608,"[53, 12, 14, 878, 10749]",7.368
Danger Close: The Battle of Long Tan,2019-08-08,19.607,"[10752, 28, 18, 36]",6.829
Catwoman: Hunted,2022-02-07,19.606,"[16, 28, 80]",5.8
The Giver,2014-08-13,19.606,"[18, 878]",6.549
Bullet to the Head,2012-11-14,19.603,"[28, 80, 53]",5.588
Detective Conan: Crossroad in the Ancient Capital,2003-04-19,19.602,"[9648, 16]",7.041
The Extraordinary Adventures of Adèle Blanc-Sec,2010-04-09,19.6,"[14, 12, 28, 9648]",6.157
Office Christmas Party,2016-11-25,20.553,[35],5.671
Body of Lies,2008-10-09,21.799,"[28, 18, 53]",6.629
The Bridge on the River Kwai,1957-10-11,14.797,"[18, 36, 10752]",7.833
Kung Fu Jungle,2014-10-31,17.05,"[28, 53, 80]",6.754
Broertje is verdwaald,2024-02-15,14.183,[99],0.0
Exam,2009-06-19,16.548,"[53, 9648]",6.717
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,1972-08-06,18.546,[35],6.5
Taps,1981-12-20,15.296,"[10752, 18]",6.783
Black Box,2005-11-02,21.026,"[9648, 53]",5.4
Nosferatu,1922-02-16,33.086,[27],7.707
The Dinosaur Project,2012-08-09,18.547,"[12, 28, 27]",5.638
Batman: Hush,2019-07-19,16.804,"[28, 16, 80, 9648]",7.15
